Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,General Education
132,2023,Spring,2023-sp,ANTH 259,Latina/o Anthropology,,US Minority Cultures,,,,Social Sciences,ANTH,259,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
133,2023,Spring,2023-sp,ANTH 261,Intro to the African Diaspora,,US Minority Cultures,Historical & Philosophical Perspectives,,,,ANTH,261,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,"US Minority Cultures,Historical & Philosophical Perspectives"
134,2023,Spring,2023-sp,ANTH 262,Women's Lives,,,,,,Social Sciences,ANTH,262,,,,,,,,,,,,Social Sciences,Social Sciences
135,2023,Spring,2023-sp,ANTH 263,"Body, Personhood, and Culture",,,,,,Social Sciences,ANTH,263,,,,,,,,,,,,Social Sciences,Social Sciences
136,2023,Spring,2023-sp,ANTH 266,African Film and Society,,Non-Western Cultures,,,,,ANTH,266,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
137,2023,Spring,2023-sp,ANTH 268,Images of the Other,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,ANTH,268,Advanced Composition,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives"
138,2023,Spring,2023-sp,ANTH 270,Language in Culture,Advanced Composition,,,,,Social Sciences,ANTH,270,Advanced Composition,,,,,,,,,,,Social Sciences,"Social Sciences,Advanced Composition"
139,2023,Spring,2023-sp,ANTH 272,Language and Culture in Turkey,,Non-Western Cultures,,,,,ANTH,272,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
140,2023,Spring,2023-sp,ANTH 277,"Ancient Cities, Sacred Land",,Western/Comparative Cultures,,,,Social Sciences,ANTH,277,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,"Social Sciences,Western/Comparative Cultures"
141,2023,Spring,2023-sp,ANTH 278,Climate Change & Civilization,,Non-Western Cultures,,,,,ANTH,278,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
142,2023,Spring,2023-sp,ANTH 279,"Economy, Business & Society",,Western/Comparative Cultures,,,,Social Sciences,ANTH,279,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,"Social Sciences,Western/Comparative Cultures"
143,2023,Spring,2023-sp,ANTH 285,Intro to Korea Through Film,,Non-Western Cultures,,,,,ANTH,285,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
144,2023,Spring,2023-sp,ANTH 288,American Indians of Illinois,,US Minority Cultures,Historical & Philosophical Perspectives,,,,ANTH,288,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,"US Minority Cultures,Historical & Philosophical Perspectives"
145,2023,Spring,2023-sp,ANTH 290,Jewish Cultures of the World,,Non-Western Cultures,,,,,ANTH,290,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
146,2023,Spring,2023-sp,ANTH 339,Industrial Heritage and Communities,,,,,,Social Sciences,ANTH,339,,,,,,,,,,,,Social Sciences,Social Sciences
147,2023,Spring,2023-sp,ANTH 393,The World of Jewish Sepharad,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,ANTH,393,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
148,2023,Spring,2023-sp,ANTH 414,Writing Ethnography,Advanced Composition,,,,,,ANTH,414,Advanced Composition,,,,,,,,,,,,Advanced Composition
149,2023,Spring,2023-sp,ARAB 150,Lang&Culture of Arab World,,Non-Western Cultures,,,,,ARAB,150,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
150,2023,Spring,2023-sp,ARCH 164,Architecture as a Second Language,,,Literature & the Arts,,,,ARCH,164,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
151,2023,Spring,2023-sp,ARCH 222,Islamic Gardens & Architecture,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,ARCH,222,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
152,2023,Spring,2023-sp,ARCH 314,History of World Landscapes,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,ARCH,314,Advanced Composition,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives"
153,2023,Spring,2023-sp,ART 100,Understanding Visual Culture,,,Literature & the Arts,,,,ART,100,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
154,2023,Spring,2023-sp,ART 102,Drawing for Non-Majors,,,Literature & the Arts,,,,ART,102,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
155,2023,Spring,2023-sp,ART 103,Painting for Non-Majors,,,Literature & the Arts,,,,ART,103,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
156,2023,Spring,2023-sp,ART 104,Sculpture for Non-Majors,,,Literature & the Arts,,,,ART,104,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
157,2023,Spring,2023-sp,ART 105,Visual Design for Non-Majors,,,Literature & the Arts,,,,ART,105,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
158,2023,Spring,2023-sp,ART 140,Introduction to Art,,,Literature & the Arts,,,,ART,140,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
159,2023,Spring,2023-sp,ART 205,Experience & Meaning in Design,,Western/Comparative Cultures,,,,Behavioral Sciences,ART,205,,,,Western/Comparative Cultures,,,,,,,Behavioral Sciences,,"Western/Comparative Cultures,Behavioral Sciences"
160,2023,Spring,2023-sp,ART 208,Digital Art and Sustainability,,,Literature & the Arts,,,,ART,208,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
161,2023,Spring,2023-sp,ART 221,Visual Culture of Fandoms,,,Literature & the Arts,,,,ART,221,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
162,2023,Spring,2023-sp,ART 240,Learning Through Contemporary Art,,,Literature & the Arts,,,,ART,240,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
163,2023,Spring,2023-sp,ART 280,Exploring Visual Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ART,280,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
164,2023,Spring,2023-sp,ART 310,Design Thinking,,,Literature & the Arts,,,,ART,310,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
165,2023,Spring,2023-sp,ARTD 240,eWaste: Sustainable Design,,,Literature & the Arts,,,,ARTD,240,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
166,2023,Spring,2023-sp,ARTH 110,Introduction to the History of Art and Visual Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ARTH,110,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
167,2023,Spring,2023-sp,ARTH 111,Ancient to Medieval Art,,,Literature & the Arts,,,,ARTH,111,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
168,2023,Spring,2023-sp,ARTH 112,Renaissance to Modern Art,,,Literature & the Arts,,,,ARTH,112,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
169,2023,Spring,2023-sp,ARTH 211,Design History Survey,,,Literature & the Arts,,,,ARTH,211,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
170,2023,Spring,2023-sp,ARTH 212,East Asian Art History,,Non-Western Cultures,Literature & the Arts,,,,ARTH,212,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
171,2023,Spring,2023-sp,ARTH 214,Art in China,,Non-Western Cultures,,,,,ARTH,214,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
172,2023,Spring,2023-sp,ARTH 217,Development of Ancient Cities,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,ARTH,217,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
173,2023,Spring,2023-sp,ARTH 219,Islamic Gardens & Architecture,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,ARTH,219,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
174,2023,Spring,2023-sp,ARTH 241,"Modern Art, 1880-1940",,,Literature & the Arts,,,,ARTH,241,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
175,2023,Spring,2023-sp,ARTH 242,Art Since 1940,,,Literature & the Arts,,,,ARTH,242,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
176,2023,Spring,2023-sp,ARTH 260,Graffiti and Murals,,Western/Comparative Cultures,Literature & the Arts,,,,ARTH,260,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
177,2023,Spring,2023-sp,ARTJ 209,Chado (The Way of Tea),,Non-Western Cultures,,,,,ARTJ,209,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
178,2023,Spring,2023-sp,ARTJ 301,Manga: The Art of Image and Word,,Non-Western Cultures,Literature & the Arts,,,,ARTJ,301,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
179,2023,Spring,2023-sp,ARTJ 302,Intro to Japanese Animation,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,ARTJ,302,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
180,2023,Spring,2023-sp,ARTS 220,Introduction to Fashion,,,Literature & the Arts,,,,ARTS,220,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
181,2023,Spring,2023-sp,ASST 104,Asian Mythology,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,ASST,104,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
182,2023,Spring,2023-sp,ASST 208,Cultures & Literatures of South Asia,,Non-Western Cultures,Literature & the Arts,,,,ASST,208,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
183,2023,Spring,2023-sp,ASTR 100,Introduction to Astronomy,,,,Physical Sciences,,,ASTR,100,,,,,,,Physical Sciences,,,,,,Physical Sciences
184,2023,Spring,2023-sp,ASTR 121,Solar System and Worlds Beyond,,,,Physical Sciences,Quantitative Reasoning 2,,ASTR,121,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
185,2023,Spring,2023-sp,ASTR 122,Stars and Galaxies,,,,Physical Sciences,Quantitative Reasoning 2,,ASTR,122,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
186,2023,Spring,2023-sp,ASTR 150,Killer Skies: Astro-Disasters,,,,Physical Sciences,,,ASTR,150,,,,,,,Physical Sciences,,,,,,Physical Sciences
187,2023,Spring,2023-sp,ASTR 401,Scientific Writing for Astronomy,Advanced Composition,,,,,,ASTR,401,Advanced Composition,,,,,,,,,,,,Advanced Composition
188,2023,Spring,2023-sp,ASTR 490,Senior Thesis,Advanced Composition,,,,,,ASTR,490,Advanced Composition,,,,,,,,,,,,Advanced Composition
189,2023,Spring,2023-sp,ATMS 100,Introduction to Meteorology,,,,Physical Sciences,,,ATMS,100,,,,,,,Physical Sciences,,,,,,Physical Sciences
190,2023,Spring,2023-sp,ATMS 120,Severe and Hazardous Weather,,,,Physical Sciences,Quantitative Reasoning 2,,ATMS,120,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
191,2023,Spring,2023-sp,ATMS 140,Climate and Global Change,,,,Physical Sciences,,,ATMS,140,,,,,,,Physical Sciences,,,,,,Physical Sciences
192,2023,Spring,2023-sp,ATMS 202,General Physical Climate,,,,,Quantitative Reasoning 2,,ATMS,202,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
193,2023,Spring,2023-sp,ATMS 315,Meteorological Instrumentation,Advanced Composition,,,,,,ATMS,315,Advanced Composition,,,,,,,,,,,,Advanced Composition
194,2023,Spring,2023-sp,ATMS 322,Soc Impacts Weather & Climate,,,,,,Social Sciences,ATMS,322,,,,,,,,,,,,Social Sciences,Social Sciences
195,2023,Spring,2023-sp,BADM 340,Ethical Dilemmas of Business,Advanced Composition,,,,,,BADM,340,Advanced Composition,,,,,,,,,,,,Advanced Composition
196,2023,Spring,2023-sp,BCS 115,South Slavic Cultures,,Non-Western Cultures,,,,Social Sciences,BCS,115,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
197,2023,Spring,2023-sp,BCS 215,Yugoslavia and After,,Western/Comparative Cultures,,,,,BCS,215,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
198,2023,Spring,2023-sp,BIOC 460,Biochemistry Senior Seminar,Advanced Composition,,,,,,BIOC,460,Advanced Composition,,,,,,,,,,,,Advanced Composition
199,2023,Spring,2023-sp,BTW 250,Principles Bus Comm,Advanced Composition,,,,,,BTW,250,Advanced Composition,,,,,,,,,,,,Advanced Composition
200,2023,Spring,2023-sp,BTW 261,Principles Tech Comm,Advanced Composition,,,,,,BTW,261,Advanced Composition,,,,,,,,,,,,Advanced Composition
201,2023,Spring,2023-sp,BTW 263,Writing in the Disciplines,Advanced Composition,,,,,,BTW,263,Advanced Composition,,,,,,,,,,,,Advanced Composition
202,2023,Spring,2023-sp,BTW 280,Global Business Communication,Advanced Composition,,,,,,BTW,280,Advanced Composition,,,,,,,,,,,,Advanced Composition
203,2023,Spring,2023-sp,BTW 285,Writing a Web Presence,Advanced Composition,,,,,,BTW,285,Advanced Composition,,,,,,,,,,,,Advanced Composition
204,2023,Spring,2023-sp,CEE 300,Behavior of Materials,Advanced Composition,,,,,,CEE,300,Advanced Composition,,,,,,,,,,,,Advanced Composition
205,2023,Spring,2023-sp,CHBE 101,Hidden World of Engineering,,,,Physical Sciences,,,CHBE,101,,,,,,,Physical Sciences,,,,,,Physical Sciences
206,2023,Spring,2023-sp,CHBE 431,Process Design,Advanced Composition,,,,,,CHBE,431,Advanced Composition,,,,,,,,,,,,Advanced Composition
207,2023,Spring,2023-sp,CHEM 101,Introductory Chemistry,,,,Physical Sciences,,,CHEM,101,,,,,,,Physical Sciences,,,,,,Physical Sciences
208,2023,Spring,2023-sp,CHEM 102,General Chemistry I,,,,Physical Sciences,,,CHEM,102,,,,,,,Physical Sciences,,,,,,Physical Sciences
209,2023,Spring,2023-sp,CHEM 103,General Chemistry Lab I,,,,Physical Sciences,,,CHEM,103,,,,,,,Physical Sciences,,,,,,Physical Sciences
210,2023,Spring,2023-sp,CHEM 104,General Chemistry II,,,,Physical Sciences,,,CHEM,104,,,,,,,Physical Sciences,,,,,,Physical Sciences
211,2023,Spring,2023-sp,CHEM 105,General Chemistry Lab II,,,,Physical Sciences,,,CHEM,105,,,,,,,Physical Sciences,,,,,,Physical Sciences
212,2023,Spring,2023-sp,CHEM 108,"Chemistry, Everyday Phenomena",,,,Physical Sciences,,,CHEM,108,,,,,,,Physical Sciences,,,,,,Physical Sciences
213,2023,Spring,2023-sp,CHEM 202,Accelerated Chemistry I,,,,Physical Sciences,,,CHEM,202,,,,,,,Physical Sciences,,,,,,Physical Sciences
214,2023,Spring,2023-sp,CHEM 204,Accelerated Chemistry II,,,,Physical Sciences,,,CHEM,204,,,,,,,Physical Sciences,,,,,,Physical Sciences
215,2023,Spring,2023-sp,CHEM 317,Inorganic Chemistry Lab,Advanced Composition,,,,,,CHEM,317,Advanced Composition,,,,,,,,,,,,Advanced Composition
216,2023,Spring,2023-sp,CHEM 437,Organic Chemistry Lab,Advanced Composition,,,,,,CHEM,437,Advanced Composition,,,,,,,,,,,,Advanced Composition
217,2023,Spring,2023-sp,CHLH 100,Contemporary Health,,,,,,Social Sciences,CHLH,100,,,,,,,,,,,,Social Sciences,Social Sciences
218,2023,Spring,2023-sp,CHLH 101,Introduction to Public Health,,,,,,Social Sciences,CHLH,101,,,,,,,,,,,,Social Sciences,Social Sciences
219,2023,Spring,2023-sp,CHLH 244,Health Statistics,,,,,Quantitative Reasoning 1,,CHLH,244,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
220,2023,Spring,2023-sp,CHLH 260,Introduction to Medical Ethics,,,Historical & Philosophical Perspectives,,,,CHLH,260,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
221,2023,Spring,2023-sp,CHLH 274,Introduction to Epidemiology,,,,,Quantitative Reasoning 1,,CHLH,274,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
222,2023,Spring,2023-sp,CHLH 304,Foundations of Health Behavior,Advanced Composition,,,,,Behavioral Sciences,CHLH,304,Advanced Composition,,,,,,,,,,Behavioral Sciences,,"Advanced Composition,Behavioral Sciences"
223,2023,Spring,2023-sp,CHLH 330,Disability in American Society,,,,,,Social Sciences,CHLH,330,,,,,,,,,,,,Social Sciences,Social Sciences
224,2023,Spring,2023-sp,CHLH 421,Health Data Analysis,,,,,Quantitative Reasoning 2,,CHLH,421,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
225,2023,Spring,2023-sp,CHP 396,Interdisciplinary Seminar ACP,Advanced Composition,,,,,,CHP,396,Advanced Composition,,,,,,,,,,,,Advanced Composition
226,2023,Spring,2023-sp,CI 210,Introduction to Digital Learning Environments,,,,,,Behavioral Sciences,CI,210,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
227,2023,Spring,2023-sp,CLCV 114,Introduction to Ancient Greek Culture,,Western/Comparative Cultures,Literature & the Arts,,,,CLCV,114,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
228,2023,Spring,2023-sp,CLCV 115,Mythology of Greece and Rome,,Western/Comparative Cultures,Literature & the Arts,,,,CLCV,115,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
229,2023,Spring,2023-sp,CLCV 116,Introduction to Ancient Roman Culture,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CLCV,116,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
230,2023,Spring,2023-sp,CLCV 120,The Classical Tradition,,Western/Comparative Cultures,Literature & the Arts,,,,CLCV,120,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
231,2023,Spring,2023-sp,CLCV 131,"Classical Archaeology, Greece",,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CLCV,131,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
232,2023,Spring,2023-sp,CLCV 132,"Class Archaeology, Rome-Italy",,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CLCV,132,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
233,2023,Spring,2023-sp,CLCV 133,Archaeology of Israel,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CLCV,133,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
234,2023,Spring,2023-sp,CLCV 160,Ancient Greek & Roman Religion,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CLCV,160,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
235,2023,Spring,2023-sp,CLCV 203,Ancient Philosophy,,,Historical & Philosophical Perspectives,,,,CLCV,203,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
236,2023,Spring,2023-sp,CLCV 220,Exploring the Greek and Roman World,,Western/Comparative Cultures,Literature & the Arts,,,,CLCV,220,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
237,2023,Spring,2023-sp,CLCV 221,Odysseus and Other Heroes,,Western/Comparative Cultures,Literature & the Arts,,,,CLCV,221,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
